Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2012, 1750.88508118840, 1934.16468550221, 2317.18271975293, 2057.99274028415, 1754.93677542645, 1926.96554324908, 2283.66793862452, 2017.09377028414, 1934.11411097321, 1762.41584384318, 1943.29368507354, 2300.53298389834, 2010.02854737414, 1934.11411097321, 1807.51825623082
2013, 1789.79676072524, 1928.88150706035, 2335.71758288782, 2116.24402410340, 1789.79676072524, 1923.03745632031, 2285.83275380777, 2061.80017402297, 1955.72764354112, 1789.79676072524, 1942.57626374895, 2310.36922250451, 2042.30955897229, 1937.83510187827, 1825.74296443636
2014, 1827.84298472267, 1922.52043990371, 2353.54334569052, 2171.94722530947, 1823.79320799162, 1918.55166396357, 2288.40427594225, 2105.29438899204, 1981.62673311685, 1816.31767912285, 1940.76781363625, 2318.89512284264, 2072.78091502435, 1943.50243074510, 1841.43016481478
2015, 1869.22991907804, 1919.55220545742, 2376.05540883030, 2230.19782085591, 1861.11954586841, 1917.99276931741, 2296.58671454478, 2152.50445474930, 2012.58586288642, 1846.14851583595, 1942.38444109973, 2331.51351964442, 2106.30149757854, 1958.28200197380, 1866.92461604842
2016, 1910.34640338859, 1916.13238735584, 2398.48789914790, 2286.73596188544, 1898.16700068790, 1917.54986896210, 2305.69687375781, 2199.28607693331, 2044.60868796968, 1875.68490289825, 1943.55123898595, 2343.60843794211, 2138.78843045362, 1977.99916723167, 1898.39163236754
2017, 1951.26113584903, 1912.33334707921, 2420.82074221943, 2341.60962968681, 1935.00589412779, 1917.31664577403, 2315.69255438061, 2245.68892847865, 2077.71537129101, 1905.00015879312, 1944.33855252078, 2355.25766653423, 2170.31207222745, 2002.45060492111, 1935.73941575628
2018, 1992.01901079140, 1908.21752589748, 2443.02445349702, 2394.86458516657, 1971.68229860084, 1917.37665608263, 2326.51964589964, 2291.75814296688, 2111.89731863675, 1934.14253056593, 1944.80729069284, 2366.52905880817, 2200.93729020345, 2031.39921986724, 1978.84507110094
2019, 2032.73676777405, 1903.90075616350, 2465.14171584888, 2446.62387061037, 2008.31281826337, 1917.86716479768, 2338.19014423372, 2337.61080930438, 2147.21950363597, 1963.22837243280, 1945.07349341708, 2377.55919708610, 2230.79656327032, 2064.67458146712, 2027.65243103649
2020, 2073.50365617888, 1899.46927421023, 2493.15847011491, 2536.58707453124, 2044.98603793416, 1885.14648955344, 2367.00628650228, 2383.33911485639, 2169.63252946874, 1992.34504248793, 1945.22401006903, 2388.45137596600, 2317.99891310513, 2111.90983558299, 2114.46245308199
2021, 2134.48366439105, 1911.38736868570, 2509.05078213583, 2545.94722706457, 2101.59682439729, 1920.48671467435, 2363.87218075381, 2403.36170016478, 2221.31643892172, 2036.06978004673, 1960.60490243774, 2377.11669321852, 2288.54539299536, 2143.29333691810, 2141.93720478929
2022, 2195.47978945040, 1923.16159875159, 2530.60575323275, 2593.45900090470, 2158.21813174688, 1922.62876893764, 2377.59406888930, 2423.20373747659, 2259.90016331539, 2079.78737039422, 1975.83844263599, 2365.60129599707, 2316.41617358601, 2187.97858285374, 2206.99981771161
2023, 2256.47706096409, 1934.80843439027, 2551.77413335860, 2639.54103885999, 2214.83561461904, 1925.36308647632, 2391.74520653887, 2442.88489187436, 2299.39102443084, 2123.48519423261, 1990.94087053190, 2353.93108957510, 2343.63982730142, 2235.81725740767, 2277.07297428934
2024, 2317.45418740545, 1946.34694828758, 2572.48604798237, 2684.21807823671, 2271.42878046805, 1928.73226973026, 2406.22557618697, 2462.42831700287, 2339.70717871040, 2167.14492499871, 2005.93123101891, 2342.13409468937, 2370.25179419319, 2286.48989506778, 2351.95702296397
2025, 2378.39225889045, 1957.79167803946, 2592.66599958907, 2727.51023333413, 2327.97954404160, 1932.77382326415, 2420.92944432544, 2481.85163361291, 2387.76437268663, 2210.75077052409, 2020.82402331837, 2330.23181180426, 2396.28267491542, 2339.24693964167, 2413.07517256890
2026, 2441.42010922511, 1969.15768713079, 2612.23953027525, 2769.43963906463, 2387.19902908248, 1937.52528822083, 2435.75171683080, 2501.17329484708, 2422.51272144203, 2251.50709430629, 2035.63439331398, 2318.24550665445, 2421.76424753096, 2395.07632912425, 2515.37383786873
2027, 2504.40467632282, 1980.44771477467, 2631.11615249932, 2810.01211973081, 2446.37352886059, 1943.01168902537, 2450.57211416818, 2520.39623421232, 2464.87386749398, 2292.20429632538, 2050.36483073305, 2306.18123826847, 2446.71355104193, 2452.37961721012, 2603.53444617566
2028, 2567.32839962627, 1991.64870059992, 2649.18460983005, 2849.21136622487, 2505.48621991834, 1949.24234413739, 2465.25089820083, 2539.50327929898, 2507.77411331013, 2332.82868501775, 2065.00146872468, 2294.02666091343, 2471.12819320966, 2511.26691485979, 2695.73149218017
2029, 2630.16997415391, 2002.73868854375, 2666.32199320132, 2887.00799090796, 2564.51665970018, 1956.21777264122, 2479.63743755240, 2558.46578002221, 2551.13118392246, 2373.36341973939, 2079.52113253509, 2281.75988362026, 2494.99453637154, 2571.41255685952, 2791.75609952317
2030, 2692.91516572146, 2013.70437930332, 2673.46961520362, 2864.08845946498, 2623.45133474431, 2014.48196065575, 2469.14966349094, 2577.26597083520, 2604.26370090224, 2413.79829117232, 2093.90952683080, 2269.36978354567, 2445.32217153606, 2619.88818762378, 2872.91110637049
2031, 2752.15046328070, 2018.61214950126, 2697.37983431148, 2958.34628173550, 2673.76051254297, 1972.45298373049, 2506.99406815594, 2619.48304303349, 2638.91919892243, 2454.45049329999, 2114.35682390330, 2291.82316542164, 2541.08895597602, 2694.20463455987, 2994.47879390889
2032, 2811.28819794548, 2023.42034684640, 2711.13980975982, 2991.92015153571, 2723.97068016714, 1981.77380207727, 2519.74177907747, 2661.53681273643, 2683.22647217627, 2495.00857760727, 2134.68526925654, 2314.14744423689, 2563.36779466465, 2756.23781654197, 3100.79724172139
2033, 2870.35724294182, 2028.14915067350, 2723.63107631035, 3024.13855601452, 2774.11073945809, 1991.94912241132, 2531.73702301674, 2703.44919921972, 2727.75564629218, 2535.49972548658, 2154.91417751216, 2336.36352126581, 2585.18461860082, 2818.31654430428, 3210.20083280284
2034, 2929.40208433801, 2032.82572590017, 2734.79772690764, 3055.04561866562, 2824.22429094751, 2003.02563763614, 2542.89109096275, 2745.25302481508, 2772.48495135095, 2575.96425273452, 2175.07096505192, 2358.50109441820, 2606.58773174759, 2880.17619272725, 3322.54914065528
2035, 2988.46355035414, 2037.47505116742, 2744.58158144756, 3084.68364275278, 2874.35095557694, 2015.04802689821, 2553.11321520045, 2786.98005584060, 2817.38832055263, 2616.43849656994, 2195.18151876218, 2380.58821813298, 2627.62348059541, 2941.54853564683, 3437.70001290746
2036, 3038.01652324871, 2042.10719246141, 2752.90485570741, 3113.07341435666, 2919.51752004583, 2028.04639433096, 2562.29448625162, 2828.64315795454, 2862.41699565604, 2658.65451382686, 2215.25629811311, 2402.63622819523, 2648.31961319821, 3002.14220659232, 3555.48638787542
2037, 3087.61291157624, 2046.73403504825, 2759.69253216541, 3140.23897725441, 2964.72473150420, 2042.05273575339, 2570.32866854509, 2870.25845290107, 2907.51840130454, 2700.90802165385, 2235.30805041174, 2424.65894749302, 2668.70652252269, 3061.66191589368, 3675.73773229347
2038, 3137.28849905114, 2051.38499863204, 2764.89346498086, 3166.23190689360, 3010.00687026970, 2057.11679120032, 2577.13189650861, 2911.86777124483, 2952.66087691501, 2743.23028497967, 2255.36915081385, 2446.69149809963, 2688.83788827674, 3119.83442116824, 3798.31145813702
2039, 3187.08477745777, 2056.09443136983, 2768.46319354026, 3191.11242126872, 3055.40358520395, 2073.29387941068, 2582.62674804830, 2953.52202378505, 2997.81799601824, 2785.65750928318, 2275.47828303859, 2468.77586186270, 2708.77463592036, 3176.39213467454, 3923.07473797969
2040, 3237.03660135213, 2060.88950128039, 2776.28065506828, 3254.25094693879, 3100.94805460320, 2057.12208151205, 2602.93499052507, 2995.26399177045, 3034.86296660859, 2828.22004842041, 2295.66711730733, 2490.94642806622, 2758.58216712587, 3239.31217321701, 4067.16717754268
2041, 3291.48041642462, 2087.58877745403, 2770.47030899956, 3237.71239237160, 3151.95101598903, 2109.16782255696, 2589.32601249560, 3015.61614366889, 3088.03137121184, 2877.99612717038, 2312.38554209330, 2493.82176301448, 2748.25327604550, 3283.55050531243, 4178.60266377748
2042, 3346.11508049697, 2114.37160235878, 2768.74429832010, 3259.47062485652, 3203.13587900148, 2128.92419709907, 2590.30711882220, 3036.10388392912, 3132.98585690624, 2927.94072286268, 2329.20702680011, 2496.82063896399, 2767.84821770595, 3333.56213209603, 4309.04948718988
2043, 3400.95366167680, 2141.24766282919, 2765.08535795789, 3280.22251506512, 3254.51499842983, 2149.93130530320, 2589.55654093054, 3056.73833554683, 3177.76596169020, 2978.06556739934, 2346.14027583496, 2499.95005554685, 2787.37893797555, 3380.79579833454, 4441.06783934162
2044, 3456.00407867060, 2168.22311714550, 2759.40412113532, 3299.97942562675, 3306.09579570108, 2172.21515530005, 2586.95573158488, 3077.52543406277, 3222.31220525542, 3028.37789447512, 2363.19002135941, 2503.21265335202, 2806.86572196960, 3424.94533020909, 4574.48910273617
2045, 3511.26965621738, 2195.30014015800, 2751.60551054335, 3318.74624932616, 3357.88129854663, 2195.79810926661, 2582.38085149913, 3098.46543737067, 3266.56058623384, 3078.88091032564, 2380.35663721720, 2506.60643640961, 2826.32360068594, 3465.69849697328, 4709.13846913638
2046, 3571.92536914886, 2222.48594096381, 2741.60019737246, 3336.53515347091, 3404.20171332469, 2220.70793627215, 2575.71349085905, 3119.56574147307, 3310.45234172207, 3137.19479393387, 2397.64597896787, 2510.13520902247, 2845.77404665184, 3502.74728232925, 4844.84871016467
2047, 3632.80712956490, 2249.77605956492, 2729.28378684856, 3353.34042088579, 3450.72355529917, 2246.96111706803, 2566.82110666840, 3140.81736644748, 3353.91535042952, 3195.71335899573, 2415.05131570434, 2513.78960129852, 2865.22353323857, 3535.76809813054, 4981.43311726438
2048, 3693.88219292772, 2277.14365736535, 2714.52521343733, 3369.12324093942, 3497.41437602381, 2274.55216769245, 2555.54600933334, 3162.18052130174, 3396.85105883265, 3254.40839097456, 2432.54219791841, 2517.53592480145, 2884.65037420770, 3564.40825659803, 5118.66434502942
2049, 3755.10122303851, 2304.54941900315, 2697.18076473845, 3383.82752640086, 3544.22654646225, 2303.46342434041, 2541.71844269118, 3183.59907478162, 3439.14596971799, 3313.23682569339, 2450.07554356172, 2521.32826752702, 2904.01794420092, 3588.29874364925, 5256.28914077323
2050, 3816.42006905458, 2331.95954973325, 2675.63613958629, 3387.59781384064, 3591.11795026844, 2342.04262552338, 2521.13409595655, 3205.02567768890, 3482.79151245553, 3372.15990276514, 2467.61495540465, 2525.12859840948, 2929.57049868959, 3605.03189552254, 5389.52644051096
2051, 3877.81885753753, 2374.02878290038, 2654.22144681818, 3409.84331861282, 3638.06977508227, 2365.21673653784, 2505.78451975411, 3211.27932013688, 3521.40292331686, 3431.16011137970, 2502.14135919130, 2590.35678199840, 2942.48474847023, 3620.39976128911, 5531.75341637172
2052, 3939.28522620073, 2416.07882249897, 2628.39724878596, 3421.13228812255, 3685.07046021533, 2398.08050122250, 2483.41165341794, 3217.51365388680, 3561.20043336762, 3490.22649681283, 2536.64882272840, 2609.29689852728, 2961.58627109764, 3627.93693484500, 5669.16654591364
2053, 4000.78841392348, 2458.09346483955, 2599.53525967027, 3431.25631689254, 3732.09141154666, 2432.27986376825, 2457.92202392769, 3223.70827183553, 3599.98902975664, 3549.33172474768, 2571.12056066949, 2628.94361494724, 2980.59765135360, 3629.33742356634, 5806.06110507320
2054, 4062.29476588761, 2500.05711421262, 2567.52968456816, 3440.19999859757, 3779.10165108214, 2467.82126754696, 2429.18125468286, 3229.84476305703, 3637.67115384774, 3608.44575527087, 2605.54065585876, 2649.29232476324, 2999.51587189416, 3624.24967223610, 5942.19458594401
2055, 4123.77395908746, 2541.95489061309, 2532.27743131592, 3447.95008201027, 3826.07360688084, 2504.71185190654, 2397.05753119775, 3235.90669195478, 3674.15268308417, 3667.54137355040, 2639.89414059960, 2670.33963212311, 3018.33945906030, 3612.32669127228, 6077.32754726469
2056, 4185.20781128842, 2583.77518238898, 2493.68051172675, 3454.49878409774, 3872.99120255891, 2542.96187156303, 2361.42390137792, 3241.88264873623, 3709.35072002119, 3726.60206086744, 2674.16960909280, 2692.08589501846, 3037.07138236271, 3593.23375297175, 6211.23707087044
2057, 4246.58027516188, 2625.50586867982, 2451.64205488169, 3459.83847159007, 3919.84046103693, 2582.58089311603, 2322.15452846913, 3247.76121293138, 3743.18453781209, 3785.61314520915, 2708.35525022553, 2714.53111403260, 3055.71441715095, 3566.63925024499, 6343.70260870481
2058, 4307.86742588514, 2667.13155535268, 2406.06394247504, 3463.95810158831, 3966.60025218770, 2623.57502113587, 2279.12247278109, 3253.52757630929, 3775.56679289905, 3844.55288024710, 2742.43600443696, 2737.67206336567, 3074.26795113369, 3532.20652702439, 6474.49116739791
2059, 4369.04467315413, 2708.63646847642, 2356.84990349073, 3466.84721564536, 4013.24899803268, 2665.94968218502, 2232.20264809112, 3259.16724919120, 3806.41005321764, 3903.39885338335, 2776.39657311646, 2761.50530448101, 3092.73142991927, 3489.60070564393, 6603.36800193328
2060, 4430.09574618141, 2750.00906655995, 2303.90950777460, 3468.50177022844, 4059.77290293751, 2709.71409842644, 2181.27563315646, 3264.67150699989, 3835.63465226249, 3962.13602327961, 2810.22612624380, 2786.03180812905, 3105.61375850375, 3438.49607378938, 6730.11042262194
